ID,URL,ESTADO,ALCANCE,INSTITUCIÓN,NOMBRE,BENEFICIARIO,INICIO,FIN,MONTO,FECHA_EXTRACCION
1,https://fondos.gob.cl/ficha/corfo/incentivo_tributario/,ABIERTO,Nacional,Corporación de Fomento de la Producción - CORFO,LEY INCENTIVO TRIBUTARIO A LA I+D,Personas Naturales y Jurídicas,01/01/2024,31/12/2024,15.000 UTM,2024-11-26 10:42:25
2,https://fondos.gob.cl/ficha/prochile/marcas-sectoriales/,ABIERTO,Nacional,Dirección General de Promoción de Exportaciones - ProChile,CONCURSO MARCAS SECTORIALES,Organizaciones,01/01/2024,31/12/2024,No aplica,2024-11-26 10:42:25
3,https://fondos.gob.cl/ficha/subdere/pmb/,ABIERTO,Comunal,Subsecretaría De Desarrollo Regional y Administrativo - SUBDERE,PROGRAMA MEJORAMIENTO DE BARRIOS,Organizaciones,01/01/2024,31/12/2024,No aplica,2024-11-26 10:42:25
4,https://fondos.gob.cl/ficha/corfo/innovaaltatecnologia/,ABIERTO,Nacional,Corporación de Fomento de la Producción - CORFO,INNOVA ALTA TECNOLOGÍA,Personas Naturales y Jurídicas,11/01/2024,30/12/2024,Hasta $1.000.000.000,2024-11-26 10:42:25
5,https://fondos.gob.cl/ficha/corfo/pat2024/,ABIERTO,Nacional,Corporación de Fomento de la Producción - CORFO,PROGRAMA ABSORCIÓN TECNÓLOGICA,Personas Naturales y Jurídicas,30/01/2024,30/12/2024,Hasta $300.000.000,2024-11-26 10:42:25
6,https://fondos.gob.cl/ficha/minenergia/mte-ohiggins/,ABIERTO,Regional,Ministerio de Energía,MI TAXI ELÉCTRICO O'HIGGINS,Personas Naturales y Jurídicas,13/03/2024,30/10/2025,Hasta $16.000.000,2024-11-26 10:42:25
7,https://fondos.gob.cl/ficha/minenergia/mte-antofagasta/,ABIERTO,Regional,Ministerio de Energía,MI TAXI ELÉCTRICO ANTOFAGASTA,Personas Naturales y Jurídicas,26/03/2024,30/10/2025,Hasta $16.000.000,2024-11-26 10:42:25
8,https://fondos.gob.cl/ficha/minenergia/mte-atacama/,ABIERTO,Regional,Ministerio de Energía,MI TAXI ELÉCTRICO ATACAMA,Personas Naturales y Jurídicas,30/04/2024,30/10/2025,Hasta $16.000.000,2024-11-26 10:42:25
9,https://fondos.gob.cl/ficha/minenergia/mte-biobio/,ABIERTO,Regional,Ministerio de Energía,MI TAXI ELÉCTRICO BÍOBÍO,Personas Naturales y Jurídicas,30/04/2024,30/10/2025,Hasta $16.000.000,2024-11-26 10:42:25
10,https://fondos.gob.cl/ficha/corfo/red-proveedores/,ABIERTO,Regional,Corporación de Fomento de la Producción - CORFO,RED PROVEEDORES,Organizaciones,29/05/2024,29/12/2024,Hasta $50.000.000,2024-11-26 10:42:25
11,https://fondos.gob.cl/ficha/corfo/red-asociativa/,ABIERTO,Nacional,Corporación de Fomento de la Producción - CORFO,RED ASOCIATIVA,Organizaciones,13/06/2024,31/12/2024,Hasta $40.000.000,2024-11-26 10:42:25
12,https://fondos.gob.cl/ficha/corfo/activa-riego/,ABIERTO,Regional,Corporación de Fomento de la Producción - CORFO,ACTIVA RIEGO,Organizaciones,13/06/2024,31/12/2024,Hasta $9.000.000,2024-11-26 10:42:25
13,https://fondos.gob.cl/ficha/mma/fpr-2025/,ABIERTO,Nacional,Ministerio del Medio Ambiente,FONDO PARA EL RECICLAJE 2025,Organizaciones,16/10/2024,29/11/2024,$14.000.000,2024-11-26 10:42:25
14,https://fondos.gob.cl/ficha/mma/fpa2024-2025/,ABIERTO,Nacional,Ministerio del Medio Ambiente,FORJADORES AMBIENTALES EN ACCIÓN,Persona Jurídica,18/10/2024,29/11/2024,$43.000.000,2024-11-26 10:42:25
15,https://fondos.gob.cl/ficha/mincap/inversionaudiovisual/,ABIERTO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",FONDO AUDIOVISUAL: Convocatoria Fondo de Inversión Audiovisual (FIA) 2025,Persona Jurídica,11/11/2024,23/12/2024,$200.000.000,2024-11-26 10:42:25
16,https://fondos.gob.cl/ficha/mincap/empleojoven-cultura/,ABIERTO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",Programa de Promoción y Fortalecimiento del Trabajo Cultural: Fomento al Primer Empleo Joven en Cultura para Personas Naturales 2024 – Segundo llamado,Persona Natural,15/11/2024,03/12/2024,No aplica,2024-11-26 10:42:25
17,https://fondos.gob.cl/ficha/mincap/cni2025/,ABIERTO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",CIRCULACIÓN NACIONAL E INTERNACIONAL 2025 - 1° PERÍODO,Personas Naturales y Jurídicas,21/11/2024,23/12/2024,Hasta $18.000.000,2024-11-26 10:42:25
18,https://fondos.gob.cl/ficha/mma/fpa-educandoconnaturaleza/,ABIERTO,Regional,Ministerio del Medio Ambiente,Fondo de Protección Ambiental 2025: Educando con la Naturaleza: Implementación de Bosques Escuela en la Región Metropolitana,Persona Jurídica,22/11/2024,10/01/2025,$60.000.000,2024-11-26 10:42:25
19,https://fondos.gob.cl/ficha/mma/fpr-conservacion-humedales-urbanos/,CERRADO,Nacional,Ministerio del Medio Ambiente,Fondo de Protección Ambiental / Conservación de Humedales Urbanos,Organizaciones,30/10/2020,10/12/2020,Hasta $7.000.000,2024-11-26 10:42:25
20,https://fondos.gob.cl/ficha/subde/energia-distrital/,CERRADO,Regional,Subsecretaria de Energía  - SUBDE,"APOYO TÉCNICO, NORMATIVO Y FINANCIERO PARA LA IMPLEMENTACIÓN DE PROYECTOS DE ENERGÍA DISTRITAL EN CHILE",Personas Naturales y Jurídicas,24/12/2020,31/12/2021,Sin Transferencia De Fondos,2024-11-26 10:42:25
21,https://fondos.gob.cl/ficha/mincap/papicifi/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",Programa de Apoyo para la Participación en Instancias Competitivas e Instancias Formativas Internacionales - Fondo Audiovisual,-,11/02/2021,22/09/2022,-,2024-11-26 10:42:25
22,https://fondos.gob.cl/ficha/munizapallar/fondeco-fondeve_subvencion/,CERRADO,Comunal,I. Municipalidad de Zapallar,Fondo de Desarrollo Vecinal  (FONDEVE)    Fondo de Desarrollo Comunal (FONDECO)   Subvención Municipal,Organizaciones,24/02/2021,17/03/2021,Hasta $1.500.000,2024-11-26 10:42:25
23,https://fondos.gob.cl/ficha/mincap/gesti%c3%b3n-cultural-local-2021/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",Fortalecimiento de la Planificación y la Gestión Cultural Local 2021,Organizaciones,14/04/2021,30/05/2021,Hasta $15.000.000,2024-11-26 10:42:25
24,https://fondos.gob.cl/ficha/mincap/fondo-audiovisual-tercera-convocatoria/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",Fondo Audiovisual / Programa de Apoyo para la participación en Mercados Internacionales 2021. Tercera convocatoria,Personas Naturales y Jurídicas,23/04/2021,14/06/2021,Sin Definir,2024-11-26 10:42:25
25,https://fondos.gob.cl/ficha/mincap/fondo-audiovisual-cuarta-convocatoria/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",Fondo Audiovisual / Programa de Apoyo para la participación en Mercados Internacionales 2021. Cuarta convocatoria,Personas Naturales y Jurídicas,15/06/2021,23/07/2021,Sin Definir,2024-11-26 10:42:25
26,https://fondos.gob.cl/ficha/mincap/organizaciones-culturales-comunitarias/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",Convocatoria Financiamiento para Iniciativas de Fortalecimiento de Organizaciones Culturales Comunitarias,Organizaciones,22/06/2021,05/08/2021,Hasta $6.000.000,2024-11-26 10:42:25
27,https://fondos.gob.cl/ficha/anid/idea-investigaci%c3%b3n-tecnol%c3%b3gica/,CERRADO,Nacional,Agencia Nacional de Investigacion y Desarrollo - ANID,IDeA en Investigación Tecnológica,Organizaciones,17/08/2021,03/11/2021,Hasta $200.000.000,2024-11-26 10:42:25
28,https://fondos.gob.cl/ficha/mincap/instcompetitivasyformativas4/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",Fondo Audiovisual / Programa de Apoyo para la Participación en Instancias Competitivas e Instancias Formativas Internacionales 2021. Cuarta Convocatoria,Persona Natural,19/08/2021,24/09/2021,Entre $750.000 y $3.250.000,2024-11-26 10:42:25
29,https://fondos.gob.cl/ficha/mma/fpa2022-rapanui-sustentable/,CERRADO,Comunal,Ministerio del Medio Ambiente,FPA 2022 – Rapa Nui Sustentable,Organizaciones,07/09/2021,08/10/2021,Hasta $10.000.000,2024-11-26 10:42:25
30,https://fondos.gob.cl/ficha/mincap/imagendechile-bolgnachildrensbookfair/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",Desarrollo de la imagen de Chile para su participación en la Bologna Children's Book Fair 2022 - Fondo del Libro y la Lectura,-,04/10/2021,03/11/2021,-,2024-11-26 10:42:25
31,https://fondos.gob.cl/ficha/mincap/libro-bologna2022/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",Convocatoria para participar en misión a feria del libro de Bologna 2022 - Fondo del Libro y la Lectura,-,16/11/2021,07/12/2021,-,2024-11-26 10:42:25
32,https://fondos.gob.cl/ficha/senama/ejecutores-intermedios/,CERRADO,Nacional,Servicio Nacional del Adulto Mayor - SENAMA,Fondo Nacional del Adulto Mayor Ejecutores Intermedios,Organizaciones,23/11/2021,06/12/2021,Hasta $874.055.000,2024-11-26 10:42:25
33,https://fondos.gob.cl/ficha/senama/ejecutores-intermedios-los-lagos/,CERRADO,Regional,Servicio Nacional del Adulto Mayor - SENAMA,Fondo Nacional del Adulto Mayor Ejecutores Intermedios (Región de Los Lagos),Organizaciones,23/11/2021,06/12/2021,Hasta $809.857.000,2024-11-26 10:42:25
34,https://fondos.gob.cl/ficha/prochile/prochileatumedida/,CERRADO,Nacional,Dirección General de Promoción de Exportaciones - ProChile,PROCHILE A TU MEDIDA,Personas Naturales y Jurídicas,29/11/2021,21/01/2022,$30.000.000,2024-11-26 10:42:25
35,https://fondos.gob.cl/ficha/conaf/fibn/,CERRADO,Nacional,Corporación Nacional Forestal - CONAF,Fondo de Investigación del Bosque Nativo,Personas Naturales y Jurídicas,30/12/2021,07/03/2022,$40.000.000 hasta $73.000.000,2024-11-26 10:42:25
36,https://fondos.gob.cl/ficha/anid/fonis2022/,CERRADO,Nacional,Agencia Nacional de Investigacion y Desarrollo - ANID,Investigación y Desarrollo en Salud - FONIS,Organizaciones,01/01/2022,26/05/2022,Hasta $60.000.000,2024-11-26 10:42:25
37,https://fondos.gob.cl/ficha/anid/idea/,CERRADO,Nacional,Agencia Nacional de Investigacion y Desarrollo - ANID,IDeA de Investigación y Desarrollo,Organizaciones,13/01/2022,14/04/2022,Hasta $200.000.000,2024-11-26 10:42:25
38,https://fondos.gob.cl/ficha/mjydh/ffcsm/,CERRADO,Nacional,Ministerio de Justicia y Derechos Humanos,Fondo para Proyectos de Cultura y Sitios de Memoria,Organizaciones,17/01/2022,25/03/2022,Entre $60.000.000 y $120.000.000,2024-11-26 10:42:25
39,https://fondos.gob.cl/ficha/mincap/pappa/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",Programa de apoyo a la preservación del patrimonio audiovisual,-,26/01/2022,14/04/2022,-,2024-11-26 10:42:25
40,https://fondos.gob.cl/ficha/anid/iniciacion-investigacion-fondecyt/,CERRADO,Nacional,Agencia Nacional de Investigacion y Desarrollo - ANID,Iniciación en Investigación FONDECYT,Persona Natural,27/01/2022,24/03/2022,$30.000.000,2024-11-26 10:42:25
41,https://fondos.gob.cl/ficha/mincap/amf/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio","Asistencia a Mercados Foco: BIME, LAMC Y CORRIENTE - Fondo de la Música",-,14/02/2022,21/03/2022,-,2024-11-26 10:42:25
42,https://fondos.gob.cl/ficha/injuv/participa2022/,CERRADO,Nacional,Instituto Nacional De la Juventud (INJUV),Participa 2022,Organizaciones,21/02/2022,21/03/2022,$1.500.000,2024-11-26 10:42:25
43,https://fondos.gob.cl/ficha/mincap/lfpa2022/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",Línea de fortalecimiento de proyectos audiovisuales 2022,-,10/03/2022,07/04/2022,-,2024-11-26 10:42:25
44,https://fondos.gob.cl/ficha/anid/postdoctorado-fondecyt/,CERRADO,Nacional,Agencia Nacional de Investigacion y Desarrollo - ANID,Postdoctorado FONDECYT,Persona Natural,29/03/2022,28/04/2022,$28.740.000,2024-11-26 10:42:25
45,https://fondos.gob.cl/ficha/cnr/foua-2021-ohiggins/,CERRADO,Provincial,Comisión Nacional Del Riego - CNR,Fondo Concursable para las OUA de la Región de O’Higgins,Organizaciones,04/04/2022,29/04/2022,Hasta $6.000.000,2024-11-26 10:42:25
46,https://fondos.gob.cl/ficha/anid/xi-concurso-equipamiento-mediano/,CERRADO,Nacional,Agencia Nacional de Investigacion y Desarrollo - ANID,XI Concurso Equipamiento Mediano,Personas Naturales y Jurídicas,05/04/2022,24/05/2022,Entre $50.000.000 a 400.000.000,2024-11-26 10:42:25
47,https://fondos.gob.cl/ficha/anid/programa-cooperacion-cientifica-ecos-anid/,CERRADO,Nacional,Agencia Nacional de Investigacion y Desarrollo - ANID,Programa de Cooperación Científica ECOS - ANID,Persona Natural,06/04/2022,18/05/2022,-,2024-11-26 10:42:25
48,https://fondos.gob.cl/ficha/mma/prc/,CERRADO,Comunal,Ministerio del Medio Ambiente,Programa de Recambio de Calefactores en Chillán y Chillán Viejo,Persona Natural,13/04/2022,27/04/2022,No aplica,2024-11-26 10:42:25
49,https://fondos.gob.cl/ficha/anid/areasprioritarias-fondap/,CERRADO,Nacional,Agencia Nacional de Investigacion y Desarrollo - ANID,Apoyo a Centros de Excelencia en Investigación en Áreas Prioritarias FONDAP,Organizaciones,19/04/2022,24/05/2022,$1.027.000.000,2024-11-26 10:42:25
50,https://fondos.gob.cl/ficha/anid/iii-concurso-equipamiento-mayor/,CERRADO,Nacional,Agencia Nacional de Investigacion y Desarrollo - ANID,III Concurso Equipamiento Mayor,Personas Naturales y Jurídicas,20/04/2022,23/06/2022,Entre $400.000.000 y $950.000.000,2024-11-26 10:42:25
51,https://fondos.gob.cl/ficha/anid/viu/,CERRADO,Nacional,Agencia Nacional de Investigacion y Desarrollo - ANID,Valorización de la Investigación en la Universidad,Organizaciones,21/04/2022,09/06/2022,M$30.000,2024-11-26 10:42:25
52,https://fondos.gob.cl/ficha/anid/tesis-doctorado-sector-productivo/,CERRADO,Nacional,Agencia Nacional de Investigacion y Desarrollo - ANID,Tesis de Doctorado en el Sector Productivo,Personas Naturales y Jurídicas,28/04/2022,30/06/2022,Hasta $36.000.000,2024-11-26 10:42:25
53,https://fondos.gob.cl/ficha/anid/insercion-doctores-sector-productivo/,CERRADO,Nacional,Agencia Nacional de Investigacion y Desarrollo - ANID,Inserción de Doctores en el Sector Productivo,Personas Naturales y Jurídicas,28/04/2022,16/06/2022,Hasta $65.000.000,2024-11-26 10:42:25
54,https://fondos.gob.cl/ficha/corfo/em-prae/,CERRADO,Regional,Corporación de Fomento de la Producción - CORFO,PROGRAMA REGIONAL DE APOYO EMPREDIMIENTO- PRAE,Personas Naturales y Jurídicas,29/04/2022,13/06/2022,Hasta $25.000.000,2024-11-26 10:42:25
55,https://fondos.gob.cl/ficha/mma/recambiodecalefactores2/,CERRADO,Provincial,Ministerio del Medio Ambiente,Programa de Recambio de Calefactores en Chillán y Chillán Viejo – Línea Aire Acondicionado 2022,Persona Natural,09/05/2022,23/05/2022,No aplica,2024-11-26 10:42:25
56,https://fondos.gob.cl/ficha/subtrab/fondo-formacion-sindical/,CERRADO,Nacional,Subsecretaria del Trabajo - SUBTRAB,Fondo de Formación Sindical y Relaciones Laborales Colaborativas,Personas Naturales y Jurídicas,10/05/2022,09/06/2022,Entre $14.000.000 y $21.000.000,2024-11-26 10:42:25
57,https://fondos.gob.cl/ficha/anid/regular-fondecyt/,CERRADO,Nacional,Agencia Nacional de Investigacion y Desarrollo - ANID,Regular FONDECYT,Persona Natural,10/05/2022,23/06/2022,$57.000.000,2024-11-26 10:42:25
58,https://fondos.gob.cl/ficha/mincap/cuadrienal-praga/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",Participación chilena en la XV Cuadrienal de Praga / Fondo de las Artes Escénicas,-,16/05/2022,29/03/2022,-,2024-11-26 10:42:25
59,https://fondos.gob.cl/ficha/mincap/fae/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",Fondo de Fomento del Arte en la Educación,Organizaciones,23/05/2022,29/07/2022,Hasta $10.000.000,2024-11-26 10:42:25
60,https://fondos.gob.cl/ficha/gore%c3%91uble/fic-gore%c3%91uble/,CERRADO,Regional,Gobierno Regional de Ñuble,FONDO DE INNOVACIÓN PARA LA COMPETITIVIDAD REGIONAL (FIC-R) GOBIERNO REGIONAL DE ÑUBLE,Organizaciones,01/06/2022,30/06/2022,Hasta $250.000.000,2024-11-26 10:42:25
61,https://fondos.gob.cl/ficha/senama/comunasamigables/,CERRADO,Nacional,Servicio Nacional del Adulto Mayor - SENAMA,Fondo de Mejora Local del Programa Comunas Amigables,Organizaciones,02/06/2022,04/07/2022,Hasta $13.000.000,2024-11-26 10:42:25
62,https://fondos.gob.cl/ficha/subtrab/dialogo-social/,CERRADO,Nacional,Subsecretaria del Trabajo - SUBTRAB,Programa Diálogo Social,Personas Naturales y Jurídicas,07/06/2022,07/07/2022,$12.133.333,2024-11-26 10:42:25
63,https://fondos.gob.cl/ficha/mincap/pfp/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",Programa de Formación de Públicos para el Audiovisual - Fondo Audiovisual,-,08/06/2022,08/07/2022,-,2024-11-26 10:42:25
64,https://fondos.gob.cl/ficha/mincap/fmma-audiovisual/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",Formación de Mediadoras y Mediadores del Audiovisual – Fondo Audiovisual,-,08/06/2022,08/07/2022,-,2024-11-26 10:42:25
65,https://fondos.gob.cl/ficha/mincap/cer-audiovisual/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",Cineclubes Escolares en Red - Fondo Audiovisual,-,08/06/2022,08/07/2022,-,2024-11-26 10:42:25
66,https://fondos.gob.cl/ficha/anid/fdccr/,CERRADO,Nacional,Agencia Nacional de Investigacion y Desarrollo - ANID,VII Concurso de Fortalecimiento y Desarrollo de Centros Regionales de Desarrollo Científico y Tecnológico – 2022,Organizaciones,14/06/2022,19/07/2022,$300.000.000,2024-11-26 10:42:25
67,https://fondos.gob.cl/ficha/anid/sia/,CERRADO,Nacional,Agencia Nacional de Investigacion y Desarrollo - ANID,Subvención a la Instalación en la Academia,Organizaciones,16/06/2022,02/08/2022,$182.000.000,2024-11-26 10:42:25
68,https://fondos.gob.cl/ficha/anid/estudios-pluralismo-sistema-informativo-nacional/,CERRADO,Nacional,Agencia Nacional de Investigacion y Desarrollo - ANID,Estudios sobre Pluralismo en el Sistema Informativo Nacional,Organizaciones,16/06/2022,19/07/2022,-,2024-11-26 10:42:25
69,https://fondos.gob.cl/ficha/subdere/pmgm/,CERRADO,Comunal,Subsecretaría De Desarrollo Regional y Administrativo - SUBDERE,Postulación a fondos del Programa Mejoramiento de la Gestión Municipal (PMGM),Organizaciones,05/07/2022,08/08/2022,Entre $0 hasta $16.000.000,2024-11-26 10:42:25
70,https://fondos.gob.cl/ficha/sermig/fim/,CERRADO,Nacional,Servicio Nacional de Migraciones - SERMIG,Fondo Inclusión Migraciones,Organizaciones,07/07/2022,18/07/2022,Hasta $8.000.000,2024-11-26 10:42:25
71,https://fondos.gob.cl/ficha/subpesca/pesca-y-acuicultura/,CERRADO,Nacional,Subsecretaria de Pesca y Acuicultura  - SUBPESCA,Programa de Apoyo Social para ex trabajadores de la pesca industrial,Persona Natural,14/07/2022,16/08/2022,40UF,2024-11-26 10:42:25
72,https://fondos.gob.cl/ficha/anid/fviiir/,CERRADO,Regional,Agencia Nacional de Investigacion y Desarrollo - ANID,Fomento Vinculación Internacional para Instituciones de Investigación Regionales,Organizaciones,27/07/2022,08/09/2022,$30.000.000,2024-11-26 10:42:25
73,https://fondos.gob.cl/ficha/mincap/aaee/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",Fondo Nacional de Fomento y Desarrollo de las Artes Escénicas-Concurso General,-,02/08/2022,01/09/2022,-,2024-11-26 10:42:25
74,https://fondos.gob.cl/ficha/mincap/facg/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",Fondo de Fomento Audiovisual-Concurso General,-,02/08/2022,15/09/2022,-,2024-11-26 10:42:25
75,https://fondos.gob.cl/ficha/mincap/ffmn-concursogeneral/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",Fondo de Fomento de la Música Nacional-Concurso General,-,02/08/2022,02/09/2022,-,2024-11-26 10:42:25
76,https://fondos.gob.cl/ficha/mincap/lacmch/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",Línea de Apoyo a la Circulación de la Música Chilena - Fondo de Fomento de la Música Chilena,-,02/08/2022,02/09/2022,-,2024-11-26 10:42:25
77,https://fondos.gob.cl/ficha/mincap/fomentodellibroylalectura-concursogeneral/,CERRADO,Nacional,"Ministerio de las Culturas, las Artes y el Patrimonio",Fondo Nacional de Fomento del Libro y la Lectura- Concurso General,-,02/08/2022,08/09/2022,-,2024-11-26 10:42:25
78,https://fondos.gob.cl/ficha/anid/revistaschilenascientificas/,CERRADO,Nacional,Agencia Nacional de Investigacion y Desarrollo - ANID,Fondo de Publicación de Revistas Científicas Chilenas,Organizaciones,11/08/2022,15/09/2022,Hasta $50.000.000,2024-11-26 10:42:25
